color_space,descriptor,distance,normalization,k,map_score
Grayscale (norm 709),Weighted Gradient Histogram,Chebyshev,Min-Max,-1,0.0021103064881866
Grayscale (norm 709),Weighted Gradient Histogram,Chebyshev,Standardization,-1,0.0023232652107126
Grayscale (norm 709),Weighted Gradient Histogram,Chebyshev,Rank,-1,0.0020822662717399
Grayscale (norm 709),Weighted Gradient Histogram,Minkowski,Aucune,-1,0.0019613909126104
Grayscale (norm 709),Weighted Gradient Histogram,Minkowski,Probability,-1,0.0016358738337388
Grayscale (norm 709),Weighted Gradient Histogram,Minkowski,Magnitude,-1,0.0020568204265514
Grayscale (norm 709),Weighted Gradient Histogram,Minkowski,Min-Max,-1,0.0019740737203972
Grayscale (norm 709),Weighted Gradient Histogram,Minkowski,Standardization,-1,0.0020192159337961
Grayscale (norm 709),Weighted Gradient Histogram,Minkowski,Rank,-1,0.0022159052961998
Grayscale (norm 709),Weighted Gradient Histogram,Khi2,Aucune,-1,0.0071428571428571
Grayscale (norm 709),Weighted Gradient Histogram,Khi2,Probability,-1,0.0071428571428571
Grayscale (norm 709),Weighted Gradient Histogram,Khi2,Magnitude,-1,0.0071428571428571
Grayscale (norm 709),Weighted Gradient Histogram,Khi2,Min-Max,-1,0.0071428571428571
Grayscale (norm 709),Weighted Gradient Histogram,Khi2,Standardization,-1,0.0017050123424483
Grayscale (norm 709),Weighted Gradient Histogram,Khi2,Rank,-1,0.0071428571428571
Grayscale (norm 709),Weighted Gradient Histogram,Histogram Intersection,Aucune,-1,0.0007836181526902
Grayscale (norm 709),Weighted Gradient Histogram,Histogram Intersection,Probability,-1,0.0003773692447993
Grayscale (norm 709),Weighted Gradient Histogram,Histogram Intersection,Magnitude,-1,0.0006667472938093
Grayscale (norm 709),Weighted Gradient Histogram,Histogram Intersection,Min-Max,-1,0.0010843344861124
Grayscale (norm 709),Weighted Gradient Histogram,Histogram Intersection,Standardization,-1,0.0001945042055514
Grayscale (norm 709),Weighted Gradient Histogram,Histogram Intersection,Rank,-1,0.0006368290371208
Grayscale (norm 709),Statistics,Manhattan (L1),Aucune,-1,0.0032024885052835
Grayscale (norm 709),Statistics,Manhattan (L1),Probability,-1,0.0029115646258503
Grayscale (norm 709),Statistics,Manhattan (L1),Magnitude,-1,0.0046984126984126
Grayscale (norm 709),Statistics,Manhattan (L1),Min-Max,-1,0.0032024885052835
Grayscale (norm 709),Statistics,Manhattan (L1),Standardization,-1,0.00305426716141
Grayscale (norm 709),Statistics,Manhattan (L1),Rank,-1,0.003090909090909
Grayscale (norm 709),Statistics,Euclidean (L2),Aucune,-1,0.0030354210649777
Grayscale (norm 709),Statistics,Euclidean (L2),Probability,-1,0.0030705009276437
Grayscale (norm 709),Statistics,Euclidean (L2),Magnitude,-1,0.0030705009276437
Grayscale (norm 709),Statistics,Euclidean (L2),Min-Max,-1,0.0031470315398886
Grayscale (norm 709),Statistics,Euclidean (L2),Standardization,-1,0.0030619975262832
Grayscale (norm 709),Statistics,Euclidean (L2),Rank,-1,0.0030512265512265
Grayscale (norm 709),Statistics,Chebyshev,Aucune,-1,0.0028800366300366
Grayscale (norm 709),Statistics,Chebyshev,Probability,-1,0.0031555349412492
Grayscale (norm 709),Statistics,Chebyshev,Magnitude,-1,0.0031484767820171
Grayscale (norm 709),Statistics,Chebyshev,Min-Max,-1,0.0029781223759629
Grayscale (norm 709),Statistics,Chebyshev,Standardization,-1,0.0029467803086401
Grayscale (norm 709),Statistics,Chebyshev,Rank,-1,0.0038877551020408
Grayscale (norm 709),Statistics,Minkowski,Aucune,-1,0.0031776437847866
Grayscale (norm 709),Statistics,Minkowski,Probability,-1,0.0030705009276437
Grayscale (norm 709),Statistics,Minkowski,Magnitude,-1,0.0017677991274482
Grayscale (norm 709),Statistics,Minkowski,Min-Max,-1,0.0031895485466914
Grayscale (norm 709),Statistics,Minkowski,Standardization,-1,0.0030619975262832
Grayscale (norm 709),Statistics,Minkowski,Rank,-1,0.003090909090909
Grayscale (norm 709),Statistics,Khi2,Aucune,-1,0.0058253968253968
Grayscale (norm 709),Statistics,Khi2,Probability,-1,0.0047448979591836
Grayscale (norm 709),Statistics,Khi2,Magnitude,-1,0.0047294372294372
Grayscale (norm 709),Statistics,Khi2,Min-Max,-1,0.0071428571428571
Grayscale (norm 709),Statistics,Khi2,Standardization,-1,0.0027625152625152
Grayscale (norm 709),Statistics,Khi2,Rank,-1,0.0017773672984548
Grayscale (norm 709),Statistics,Histogram Intersection,Aucune,-1,0.0001351361780206
Grayscale (norm 709),Statistics,Histogram Intersection,Probability,-1,0.0001399221351739
Grayscale (norm 709),Statistics,Histogram Intersection,Magnitude,-1,0.0001827881818517
Grayscale (norm 709),Statistics,Histogram Intersection,Min-Max,-1,0.0001374544093646
Grayscale (norm 709),Statistics,Histogram Intersection,Standardization,-1,0.0002139317265367
Grayscale (norm 709),Statistics,Histogram Intersection,Rank,-1,0.0002285315757928
Grayscale (norm 709),Local Binary Pattern,Manhattan (L1),Aucune,-1,0.002264598146951
Grayscale (norm 709),Local Binary Pattern,Manhattan (L1),Probability,-1,0.002264598146951
Grayscale (norm 709),Local Binary Pattern,Manhattan (L1),Magnitude,-1,0.0022646512113617
Grayscale (norm 709),Local Binary Pattern,Manhattan (L1),Min-Max,-1,0.0022409559251664
Grayscale (norm 709),Local Binary Pattern,Manhattan (L1),Standardization,-1,0.0022136475107612
Grayscale (norm 709),Local Binary Pattern,Manhattan (L1),Rank,-1,0.0023674784674784
Grayscale (norm 709),Local Binary Pattern,Euclidean (L2),Aucune,-1,0.0022570570625911
Grayscale (norm 709),Local Binary Pattern,Euclidean (L2),Probability,-1,0.0022961812744421
Grayscale (norm 709),Local Binary Pattern,Euclidean (L2),Magnitude,-1,0.0022167603883658
Grayscale (norm 709),Local Binary Pattern,Euclidean (L2),Min-Max,-1,0.0036025325249463
Grayscale (norm 709),Local Binary Pattern,Euclidean (L2),Standardization,-1,0.0022173869547819
Grayscale (norm 709),Local Binary Pattern,Euclidean (L2),Rank,-1,0.0023537414965986
Grayscale (norm 709),Local Binary Pattern,Chebyshev,Aucune,-1,0.002258433001467
Grayscale (norm 709),Local Binary Pattern,Chebyshev,Probability,-1,0.0019295373976148
Grayscale (norm 709),Local Binary Pattern,Chebyshev,Magnitude,-1,0.003343685300207
Grayscale (norm 709),Local Binary Pattern,Chebyshev,Min-Max,-1,0.0021765226129552
Grayscale (norm 709),Local Binary Pattern,Chebyshev,Standardization,-1,0.002235893041427
Grayscale (norm 709),Local Binary Pattern,Chebyshev,Rank,-1,0.002040917223844
Grayscale (norm 709),Local Binary Pattern,Minkowski,Aucune,-1,0.0022570570625911
Grayscale (norm 709),Local Binary Pattern,Minkowski,Probability,-1,0.0022570570625911
Grayscale (norm 709),Local Binary Pattern,Minkowski,Magnitude,-1,0.0022263600485016
Grayscale (norm 709),Local Binary Pattern,Minkowski,Min-Max,-1,0.0036742424242424
Grayscale (norm 709),Local Binary Pattern,Minkowski,Standardization,-1,0.0039956709956709
Grayscale (norm 709),Local Binary Pattern,Minkowski,Rank,-1,0.0023564509564509
Grayscale (norm 709),Local Binary Pattern,Khi2,Aucune,-1,0.0049727891156462
Grayscale (norm 709),Local Binary Pattern,Khi2,Probability,-1,0.0049727891156462
Grayscale (norm 709),Local Binary Pattern,Khi2,Magnitude,-1,0.0057857142857142
Grayscale (norm 709),Local Binary Pattern,Khi2,Min-Max,-1,0.0071428571428571
Grayscale (norm 709),Local Binary Pattern,Khi2,Standardization,-1,0.0016291254496607
Grayscale (norm 709),Local Binary Pattern,Khi2,Rank,-1,0.0020682559698953
Grayscale (norm 709),Local Binary Pattern,Histogram Intersection,Aucune,-1,0.0001489025127837
Grayscale (norm 709),Local Binary Pattern,Histogram Intersection,Probability,-1,0.0001489025127837
Grayscale (norm 709),Local Binary Pattern,Histogram Intersection,Magnitude,-1,0.0009142080745341
Grayscale (norm 709),Local Binary Pattern,Histogram Intersection,Min-Max,-1,0.0005213799805636
Grayscale (norm 709),Local Binary Pattern,Histogram Intersection,Standardization,-1,0.0001509849403192
Grayscale (norm 709),Local Binary Pattern,Histogram Intersection,Rank,-1,0.0003430660842477
Grayscale (norm 709),Haralick,Manhattan (L1),Aucune,-1,0.0020228458410276
Grayscale (norm 709),Haralick,Manhattan (L1),Probability,-1,0.002009501563799
Grayscale (norm 709),Haralick,Manhattan (L1),Magnitude,-1,0.0020585784743567
Grayscale (norm 709),Haralick,Manhattan (L1),Min-Max,-1,0.0022812129827055
Grayscale (norm 709),Haralick,Manhattan (L1),Standardization,-1,0.002031746031746
Grayscale (norm 709),Haralick,Manhattan (L1),Rank,-1,0.0017089677647168
Grayscale (norm 709),Haralick,Euclidean (L2),Aucune,-1,0.0019605791034362
Grayscale (norm 709),Haralick,Euclidean (L2),Probability,-1,0.002139546004078
Grayscale (norm 709),Haralick,Euclidean (L2),Magnitude,-1,0.0021629095542139
Grayscale (norm 709),Haralick,Euclidean (L2),Min-Max,-1,0.002124914559125
Grayscale (norm 709),Haralick,Euclidean (L2),Standardization,-1,0.0021393616735231
Grayscale (norm 709),Haralick,Euclidean (L2),Rank,-1,0.0017032675875228
Grayscale (norm 709),Haralick,Chebyshev,Aucune,-1,0.0016403241694114
Grayscale (norm 709),Haralick,Chebyshev,Probability,-1,0.0017939448782546
Grayscale (norm 709),Haralick,Chebyshev,Magnitude,-1,0.0021753034547152
Grayscale (norm 709),Haralick,Chebyshev,Min-Max,-1,0.0020793643986581
Grayscale (norm 709),Haralick,Chebyshev,Standardization,-1,0.0022149859943977
Grayscale (norm 709),Haralick,Chebyshev,Rank,-1,0.0017248699987984
Grayscale (norm 709),Haralick,Minkowski,Aucune,-1,0.0019739182598151
Grayscale (norm 709),Haralick,Minkowski,Probability,-1,0.0020805506696714
Grayscale (norm 709),Haralick,Minkowski,Magnitude,-1,0.0021059892488463
Grayscale (norm 709),Haralick,Minkowski,Min-Max,-1,0.0022482749808331
Grayscale (norm 709),Haralick,Minkowski,Standardization,-1,0.0020748088955208
Grayscale (norm 709),Haralick,Minkowski,Rank,-1,0.0017058925611632
Grayscale (norm 709),Haralick,Khi2,Aucune,-1,0.0071428571428571
Grayscale (norm 709),Haralick,Khi2,Probability,-1,0.0071428571428571
Grayscale (norm 709),Haralick,Khi2,Magnitude,-1,0.0071428571428571
Grayscale (norm 709),Haralick,Khi2,Min-Max,-1,0.0071428571428571
Grayscale (norm 709),Haralick,Khi2,Standardization,-1,0.0018861694677871
Grayscale (norm 709),Haralick,Khi2,Rank,-1,0.0031930501930501
Grayscale (norm 709),Haralick,Histogram Intersection,Aucune,-1,0.0004373466515583
Grayscale (norm 709),Haralick,Histogram Intersection,Probability,-1,0.0002197685990299
Grayscale (norm 709),Haralick,Histogram Intersection,Magnitude,-1,0.0002802533561084
Grayscale (norm 709),Haralick,Histogram Intersection,Min-Max,-1,0.0003701171355816
Grayscale (norm 709),Haralick,Histogram Intersection,Standardization,-1,0.0001679344745144
Grayscale (norm 709),Haralick,Histogram Intersection,Rank,-1,0.000289915522076
Grayscale (norm 709),CNN (VGG-16),Manhattan (L1),Aucune,-1,0.0019866157845251
Grayscale (norm 709),CNN (VGG-16),Manhattan (L1),Probability,-1,0.0050099206349206
Grayscale (norm 709),CNN (VGG-16),Manhattan (L1),Magnitude,-1,0.0021116253736505
Grayscale (norm 709),CNN (VGG-16),Manhattan (L1),Min-Max,-1,0.002603663003663
Grayscale (norm 709),CNN (VGG-16),Manhattan (L1),Standardization,-1,0.0018663284108557
Grayscale (norm 709),CNN (VGG-16),Manhattan (L1),Rank,-1,0.0018185041212252
Grayscale (norm 709),CNN (VGG-16),Euclidean (L2),Aucune,-1,0.0017227444276932
Grayscale (norm 709),CNN (VGG-16),Euclidean (L2),Probability,-1,0.0026744534291704
Grayscale (norm 709),CNN (VGG-16),Euclidean (L2),Magnitude,-1,0.0057993197278911
Grayscale (norm 709),CNN (VGG-16),Euclidean (L2),Min-Max,-1,0.0016570722919849
Grayscale (norm 709),CNN (VGG-16),Euclidean (L2),Standardization,-1,0.0030570381998953
Grayscale (norm 709),CNN (VGG-16),Euclidean (L2),Rank,-1,0.0071428571428571
Grayscale (norm 709),CNN (VGG-16),Chebyshev,Aucune,-1,0.002438715837212
Grayscale (norm 709),CNN (VGG-16),Chebyshev,Probability,-1,0.0026025509041283
Grayscale (norm 709),CNN (VGG-16),Chebyshev,Magnitude,-1,0.002438715837212
Grayscale (norm 709),CNN (VGG-16),Chebyshev,Min-Max,-1,0.0040249433106575
Grayscale (norm 709),CNN (VGG-16),Chebyshev,Standardization,-1,0.0026586318011778
Grayscale (norm 709),CNN (VGG-16),Chebyshev,Rank,-1,0.0017635010993644
Grayscale (norm 709),CNN (VGG-16),Minkowski,Aucune,-1,0.0017221627539403
Grayscale (norm 709),CNN (VGG-16),Minkowski,Probability,-1,0.0033151669758812
Grayscale (norm 709),CNN (VGG-16),Minkowski,Magnitude,-1,0.0024430095019374
Grayscale (norm 709),CNN (VGG-16),Minkowski,Min-Max,-1,0.0016694100190643
Grayscale (norm 709),CNN (VGG-16),Minkowski,Standardization,-1,0.0023861511667042
Grayscale (norm 709),CNN (VGG-16),Minkowski,Rank,-1,0.0018100560344902
Grayscale (norm 709),CNN (VGG-16),Khi2,Aucune,-1,0.0071428571428571
Grayscale (norm 709),CNN (VGG-16),Khi2,Probability,-1,0.0071428571428571
Grayscale (norm 709),CNN (VGG-16),Khi2,Magnitude,-1,0.0071428571428571
Grayscale (norm 709),CNN (VGG-16),Khi2,Min-Max,-1,0.0071428571428571
Grayscale (norm 709),CNN (VGG-16),Khi2,Standardization,-1,0.0025278293135435
Grayscale (norm 709),CNN (VGG-16),Khi2,Rank,-1,0.0019499072356215
Grayscale (norm 709),CNN (VGG-16),Histogram Intersection,Aucune,-1,0.0001402696141857
Grayscale (norm 709),CNN (VGG-16),Histogram Intersection,Probability,-1,0.000141526084849
Grayscale (norm 709),CNN (VGG-16),Histogram Intersection,Magnitude,-1,0.0001393115217101
Grayscale (norm 709),CNN (VGG-16),Histogram Intersection,Min-Max,-1,0.000139337348206
Grayscale (norm 709),CNN (VGG-16),Histogram Intersection,Standardization,-1,0.000135468187825
Grayscale (norm 709),CNN (VGG-16),Histogram Intersection,Rank,-1,0.0001414379469928
Grayscale (norm 601),Histogram,Manhattan (L1),Aucune,-1,0.0027513263678677
Grayscale (norm 601),Histogram,Manhattan (L1),Probability,-1,0.0027513263678677
Grayscale (norm 601),Histogram,Manhattan (L1),Magnitude,-1,0.0026460013416535
Grayscale (norm 601),Histogram,Manhattan (L1),Min-Max,-1,0.0044745898359343
Grayscale (norm 601),Histogram,Manhattan (L1),Standardization,-1,0.0026125845074872
Grayscale (norm 601),Histogram,Manhattan (L1),Rank,-1,0.0023468010686055
Grayscale (norm 601),Histogram,Euclidean (L2),Aucune,-1,0.0026303854875283
Grayscale (norm 601),Histogram,Euclidean (L2),Probability,-1,0.0026303854875283
Grayscale (norm 601),Histogram,Euclidean (L2),Magnitude,-1,0.0053571428571428
Grayscale (norm 601),Histogram,Euclidean (L2),Min-Max,-1,0.0027509418685889
Grayscale (norm 601),Histogram,Euclidean (L2),Standardization,-1,0.0027739095638255
Grayscale (norm 601),Histogram,Euclidean (L2),Rank,-1,0.0018158983873269
Grayscale (norm 601),Histogram,Chebyshev,Aucune,-1,0.0030241656154064
Grayscale (norm 601),Histogram,Chebyshev,Probability,-1,0.0025799013017058
Grayscale (norm 601),Histogram,Chebyshev,Magnitude,-1,0.0031497599039615
Grayscale (norm 601),Histogram,Chebyshev,Min-Max,-1,0.00312641723356
Grayscale (norm 601),Histogram,Chebyshev,Standardization,-1,0.0031054088301987
Grayscale (norm 601),Histogram,Chebyshev,Rank,-1,0.0022736787022501
Grayscale (norm 601),Histogram,Minkowski,Aucune,-1,0.0026709401709401
Grayscale (norm 601),Histogram,Minkowski,Probability,-1,0.0039223525230987
Grayscale (norm 601),Histogram,Minkowski,Magnitude,-1,0.0027292968469439
Grayscale (norm 601),Histogram,Minkowski,Min-Max,-1,0.0027292968469439
Grayscale (norm 601),Histogram,Minkowski,Standardization,-1,0.0047037724180581
Grayscale (norm 601),Histogram,Minkowski,Rank,-1,0.0018203700017152
Grayscale (norm 601),Histogram,Khi2,Aucune,-1,0.0071428571428571
Grayscale (norm 601),Histogram,Khi2,Probability,-1,0.0071428571428571
Grayscale (norm 601),Histogram,Khi2,Magnitude,-1,0.0071428571428571
Grayscale (norm 601),Histogram,Khi2,Min-Max,-1,0.0071428571428571
Grayscale (norm 601),Histogram,Khi2,Standardization,-1,0.0027374084249084
Grayscale (norm 601),Histogram,Khi2,Rank,-1,0.0032749115291488
Grayscale (norm 601),Histogram,Histogram Intersection,Aucune,-1,0.0001401089557103
Grayscale (norm 601),Histogram,Histogram Intersection,Probability,-1,0.0001401089557103
Grayscale (norm 601),Histogram,Histogram Intersection,Magnitude,-1,0.0001322415941138
Grayscale (norm 601),Histogram,Histogram Intersection,Min-Max,-1,0.0001582981240763
Grayscale (norm 601),Histogram,Histogram Intersection,Standardization,-1,0.0042139764996907
Grayscale (norm 601),Histogram,Histogram Intersection,Rank,-1,0.0002207387536786
Grayscale (norm 601),Histogram (HSV/HSL),Manhattan (L1),Aucune,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Manhattan (L1),Probability,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Manhattan (L1),Magnitude,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Manhattan (L1),Min-Max,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Manhattan (L1),Standardization,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Manhattan (L1),Rank,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Euclidean (L2),Aucune,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Euclidean (L2),Probability,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Euclidean (L2),Magnitude,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Euclidean (L2),Min-Max,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Euclidean (L2),Standardization,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Euclidean (L2),Rank,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Chebyshev,Aucune,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Chebyshev,Probability,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Chebyshev,Magnitude,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Chebyshev,Min-Max,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Chebyshev,Standardization,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Chebyshev,Rank,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Minkowski,Aucune,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Minkowski,Probability,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Minkowski,Magnitude,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Minkowski,Min-Max,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Minkowski,Standardization,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Minkowski,Rank,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Khi2,Aucune,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Khi2,Probability,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Khi2,Magnitude,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Khi2,Min-Max,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Khi2,Standardization,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Khi2,Rank,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Histogram Intersection,Aucune,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Histogram Intersection,Probability,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Histogram Intersection,Magnitude,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Histogram Intersection,Min-Max,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Histogram Intersection,Standardization,-1,0.0
Grayscale (norm 601),Histogram (HSV/HSL),Histogram Intersection,Rank,-1,0.0
Grayscale (norm 601),Histogram Blob,Manhattan (L1),Aucune,-1,0.0027614795918367
Grayscale (norm 601),Histogram Blob,Manhattan (L1),Probability,-1,0.0025508021390374
Grayscale (norm 601),Histogram Blob,Manhattan (L1),Magnitude,-1,0.0042176870748299
Grayscale (norm 601),Histogram Blob,Manhattan (L1),Min-Max,-1,0.0025508021390374
Grayscale (norm 601),Histogram Blob,Manhattan (L1),Standardization,-1,0.0025962732919254
Grayscale (norm 601),Histogram Blob,Manhattan (L1),Rank,-1,0.0018892369813422
Grayscale (norm 601),Histogram Blob,Euclidean (L2),Aucune,-1,0.0026473922902494
Grayscale (norm 601),Histogram Blob,Euclidean (L2),Probability,-1,0.0026473922902494
Grayscale (norm 601),Histogram Blob,Euclidean (L2),Magnitude,-1,0.0026473922902494
Grayscale (norm 601),Histogram Blob,Euclidean (L2),Min-Max,-1,0.0026473922902494
Grayscale (norm 601),Histogram Blob,Euclidean (L2),Standardization,-1,0.0026473922902494
Grayscale (norm 601),Histogram Blob,Euclidean (L2),Rank,-1,0.0018763659453314
Grayscale (norm 601),Histogram Blob,Chebyshev,Aucune,-1,0.0032988908901317
Grayscale (norm 601),Histogram Blob,Chebyshev,Probability,-1,0.0025966097394668
Grayscale (norm 601),Histogram Blob,Chebyshev,Magnitude,-1,0.0025966097394668
Grayscale (norm 601),Histogram Blob,Chebyshev,Min-Max,-1,0.0025966097394668
Grayscale (norm 601),Histogram Blob,Chebyshev,Standardization,-1,0.0025966097394668
Grayscale (norm 601),Histogram Blob,Chebyshev,Rank,-1,0.0019500487765094
Grayscale (norm 601),Histogram Blob,Minkowski,Aucune,-1,0.0026709401709401
Grayscale (norm 601),Histogram Blob,Minkowski,Probability,-1,0.0039708856717053
Grayscale (norm 601),Histogram Blob,Minkowski,Magnitude,-1,0.0026709401709401
Grayscale (norm 601),Histogram Blob,Minkowski,Min-Max,-1,0.0026709401709401
Grayscale (norm 601),Histogram Blob,Minkowski,Standardization,-1,0.0039708856717053
Grayscale (norm 601),Histogram Blob,Minkowski,Rank,-1,0.0018844211344211
Grayscale (norm 601),Histogram Blob,Khi2,Aucune,-1,0.0071428571428571
Grayscale (norm 601),Histogram Blob,Khi2,Probability,-1,0.0071428571428571
Grayscale (norm 601),Histogram Blob,Khi2,Magnitude,-1,0.0071428571428571
Grayscale (norm 601),Histogram Blob,Khi2,Min-Max,-1,0.0071428571428571
Grayscale (norm 601),Histogram Blob,Khi2,Standardization,-1,0.002653933368219
Grayscale (norm 601),Histogram Blob,Khi2,Rank,-1,0.0020782846266395
Grayscale (norm 601),Histogram Blob,Histogram Intersection,Aucune,-1,0.0001339286617142
Grayscale (norm 601),Histogram Blob,Histogram Intersection,Probability,-1,0.0001426697609298
Grayscale (norm 601),Histogram Blob,Histogram Intersection,Magnitude,-1,0.0001423830855254
Grayscale (norm 601),Histogram Blob,Histogram Intersection,Min-Max,-1,0.0001426697609298
Grayscale (norm 601),Histogram Blob,Histogram Intersection,Standardization,-1,0.0001416917443671
Grayscale (norm 601),Histogram Blob,Histogram Intersection,Rank,-1,0.0001446978716524
Grayscale (norm 601),Weighted Gradient Histogram,Manhattan (L1),Aucune,-1,0.0047517999242137
Grayscale (norm 601),Weighted Gradient Histogram,Manhattan (L1),Probability,-1,0.0023239617525331
Grayscale (norm 601),Weighted Gradient Histogram,Manhattan (L1),Magnitude,-1,0.0030245944531658
Grayscale (norm 601),Weighted Gradient Histogram,Manhattan (L1),Min-Max,-1,0.0020935820438765
Grayscale (norm 601),Weighted Gradient Histogram,Manhattan (L1),Standardization,-1,0.0020094367713415
Grayscale (norm 601),Weighted Gradient Histogram,Manhattan (L1),Rank,-1,0.0002344521989586
Grayscale (norm 601),Weighted Gradient Histogram,Euclidean (L2),Aucune,-1,0.0019064633801159
Grayscale (norm 601),Weighted Gradient Histogram,Euclidean (L2),Probability,-1,0.0016538166990934
Grayscale (norm 601),Weighted Gradient Histogram,Euclidean (L2),Magnitude,-1,0.0026000361805542
Grayscale (norm 601),Weighted Gradient Histogram,Euclidean (L2),Min-Max,-1,0.001859841762792
Grayscale (norm 601),Weighted Gradient Histogram,Euclidean (L2),Standardization,-1,0.0040858612047359
Grayscale (norm 601),Weighted Gradient Histogram,Euclidean (L2),Rank,-1,0.0071428571428571
Grayscale (norm 601),Weighted Gradient Histogram,Chebyshev,Aucune,-1,0.0017202678125259
Grayscale (norm 601),Weighted Gradient Histogram,Chebyshev,Probability,-1,0.0016311857453672
Grayscale (norm 601),Weighted Gradient Histogram,Chebyshev,Magnitude,-1,0.0020042917000779
Grayscale (norm 601),Weighted Gradient Histogram,Chebyshev,Min-Max,-1,0.0018503818830871
Grayscale (norm 601),Weighted Gradient Histogram,Chebyshev,Standardization,-1,0.0021768219868128
Grayscale (norm 601),Weighted Gradient Histogram,Chebyshev,Rank,-1,0.0027399980971409
Grayscale (norm 601),Weighted Gradient Histogram,Minkowski,Aucune,-1,0.0018838819610954
Grayscale (norm 601),Weighted Gradient Histogram,Minkowski,Probability,-1,0.0017019583180816
Grayscale (norm 601),Weighted Gradient Histogram,Minkowski,Magnitude,-1,0.002067194412541
Grayscale (norm 601),Weighted Gradient Histogram,Minkowski,Min-Max,-1,0.0019612984443945
Grayscale (norm 601),Weighted Gradient Histogram,Minkowski,Standardization,-1,0.0020207662012173
Grayscale (norm 601),Weighted Gradient Histogram,Minkowski,Rank,-1,0.0021884812606228
Grayscale (norm 601),Weighted Gradient Histogram,Khi2,Aucune,-1,0.0071428571428571
Grayscale (norm 601),Weighted Gradient Histogram,Khi2,Probability,-1,0.0071428571428571
Grayscale (norm 601),Weighted Gradient Histogram,Khi2,Magnitude,-1,0.0071428571428571
Grayscale (norm 601),Weighted Gradient Histogram,Khi2,Min-Max,-1,0.0071428571428571
Grayscale (norm 601),Weighted Gradient Histogram,Khi2,Standardization,-1,0.0017182275924786
Grayscale (norm 601),Weighted Gradient Histogram,Khi2,Rank,-1,0.0071428571428571
Grayscale (norm 601),Weighted Gradient Histogram,Histogram Intersection,Aucune,-1,0.0013290998217468
Grayscale (norm 601),Weighted Gradient Histogram,Histogram Intersection,Probability,-1,0.0003796039122126
Grayscale (norm 601),Weighted Gradient Histogram,Histogram Intersection,Magnitude,-1,0.000656414773276
Grayscale (norm 601),Weighted Gradient Histogram,Histogram Intersection,Min-Max,-1,0.0010847830867884
Grayscale (norm 601),Weighted Gradient Histogram,Histogram Intersection,Standardization,-1,0.0020094367713415
Grayscale (norm 601),Weighted Gradient Histogram,Histogram Intersection,Rank,-1,0.0002350640487519
Grayscale (norm 601),Statistics,Manhattan (L1),Aucune,-1,0.0018477633477633
Grayscale (norm 601),Statistics,Manhattan (L1),Probability,-1,0.0029038342609771
Grayscale (norm 601),Statistics,Manhattan (L1),Magnitude,-1,0.0029038342609771
Grayscale (norm 601),Statistics,Manhattan (L1),Min-Max,-1,0.0031343537414965
Grayscale (norm 601),Statistics,Manhattan (L1),Standardization,-1,0.0029004329004329
Grayscale (norm 601),Statistics,Manhattan (L1),Rank,-1,0.0030700235437077
Grayscale (norm 601),Statistics,Euclidean (L2),Aucune,-1,0.0030364873222016
Grayscale (norm 601),Statistics,Euclidean (L2),Probability,-1,0.0030272108843537
Grayscale (norm 601),Statistics,Euclidean (L2),Magnitude,-1,0.0030187074829931
Grayscale (norm 601),Statistics,Euclidean (L2),Min-Max,-1,0.0030867346938775
Grayscale (norm 601),Statistics,Euclidean (L2),Standardization,-1,0.0017145438437342
